dcgan_1582797253,1582797253.175, 0, 0, 2.449, 0.258
dcgan_1582797281,1582797282.683, 0, 0, 1.471, 0.644
dcgan_1582797411,1582797413.175, 0, 0, 1.757, 0.997
dcgan_1582797411,1582797428.899, 0, 10, 0.585, 1.112
dcgan_1582797573,1582797574.856, 0, 0, 1.615, 0.597
dcgan_1582798783,1582798785.359, 0, 0, 2.005, 4.489
dcgan_1582808140,1582808145.387, 0, 0, 1.166, 7.321
dcgan_1582808378,1582808380.081, 0, 0, 1.808, 4.794
dcgan_1582808407,1582808410.726, 0, 0, 1.392, 5.586
dcgan_1582808407,1582808426.073, 0, 10, 0.526, 7.511
dcgan_1582808770,1582808773.678, 0, 0, 1.751, 1.681
dcgan_1582808770,1582808774.906, 0, 1, 3.583, 3.548
dcgan_1582808770,1582808776.415, 0, 2, 1.47, 6.6
dcgan_1582808770,1582808777.9, 0, 3, 0.616, 6.468
dcgan_1582808770,1582808779.138, 0, 4, 0.856, 5.598
dcgan_1582808770,1582808781.005, 0, 5, 1.122, 7.001
dcgan_1582808770,1582808782.173, 0, 6, 0.938, 6.479
dcgan_1582808770,1582808783.818, 0, 7, 0.917, 7.469
dcgan_1582808770,1582808785.22, 0, 8, 0.659, 7.737
dcgan_1582808770,1582808786.93, 0, 9, 0.785, 7.871
dcgan_1582808770,1582808788.153, 0, 10, 0.758, 9.434
dcgan_1582808770,1582808789.785, 0, 11, 0.808, 8.608
dcgan_1582808770,1582808791.417, 0, 12, 1.085, 11.345
dcgan_1582808770,1582808792.799, 0, 13, 0.57, 7.984
dcgan_1582808770,1582808794.058, 0, 14, 1.38, 12.98
dcgan_1582808770,1582808795.44, 0, 15, 0.491, 10.052
dcgan_1582808770,1582808796.853, 0, 16, 0.929, 10.17
dcgan_1582808770,1582808798.072, 0, 17, 0.627, 11.624
dcgan_1582808770,1582808799.551, 0, 18, 0.724, 8.597
dcgan_1582808770,1582808800.681, 0, 19, 1.673, 16.013
dcgan_1582808770,1582808802.309, 0, 20, 0.627, 13.939
dcgan_1582808770,1582808803.684, 0, 21, 0.41, 6.358
dcgan_1582808770,1582808805.114, 0, 22, 4.484, 15.778
dcgan_1582808770,1582808806.26, 0, 23, 0.622, 15.826
dcgan_1582808770,1582808807.957, 0, 24, 0.458, 9.008
dcgan_1582808770,1582808809.226, 0, 25, 2.05, 15.716
dcgan_1582808770,1582808810.844, 0, 26, 0.454, 15.475
dcgan_1582808770,1582808812.217, 0, 27, 0.287, 8.839
dcgan_1582808770,1582808813.675, 0, 28, 2.525, 17.523
dcgan_1582808770,1582808814.968, 0, 29, 0.824, 17.891
dcgan_1582808770,1582808816.581, 0, 30, 0.648, 11.988
dcgan_1582808770,1582808817.774, 0, 31, 0.415, 5.607
dcgan_1582808770,1582808819.367, 0, 32, 2.762, 18.669
dcgan_1582808770,1582808820.932, 0, 33, 0.413, 20.846
dcgan_1582808770,1582808822.298, 0, 34, 0.52, 16.904
dcgan_1582808770,1582808823.645, 0, 35, 0.189, 8.443
dcgan_1582808770,1582808825.109, 0, 36, 1.608, 14.915
dcgan_1582808770,1582808826.483, 0, 37, 0.292, 15.153
dcgan_1582808770,1582808828.453, 0, 38, 0.545, 10.304
dcgan_1582808770,1582808829.919, 0, 39, 0.409, 7.128
dcgan_1582808770,1582808831.34, 0, 40, 1.087, 15.822
dcgan_1582808770,1582808832.663, 0, 41, 0.337, 15.719
dcgan_1582808770,1582808834.042, 0, 42, 0.426, 10.129
dcgan_1582808770,1582808835.46, 0, 43, 0.411, 9.03
dcgan_1582808770,1582808836.848, 0, 44, 0.444, 13.789
dcgan_1582808770,1582808838.047, 0, 45, 0.26, 11.475
dcgan_1582808770,1582808839.564, 0, 46, 0.394, 8.738
dcgan_1582808770,1582808840.782, 0, 47, 0.628, 16.97
dcgan_1582808770,1582808842.44, 0, 48, 0.409, 16.714
dcgan_1582808770,1582808844.077, 0, 49, 0.079, 11.389
dcgan_1582808770,1582808845.323, 0, 50, 0.173, 5.667
dcgan_1582808770,1582808846.976, 0, 51, 1.732, 22.204
dcgan_1582808770,1582808848.355, 0, 52, 0.67, 24.752
dcgan_1582808770,1582808849.737, 0, 53, 0.41, 21.138
dcgan_1582808770,1582808851.122, 0, 54, 0.221, 12.404
dcgan_1582808770,1582808852.863, 0, 55, 0.637, 13.404
dcgan_1582808770,1582808854.144, 0, 56, 0.37, 9.984
dcgan_1582808770,1582808855.642, 0, 57, 0.39, 10.84
dcgan_1582808770,1582808857.239, 0, 58, 0.424, 5.609
dcgan_1582808770,1582808858.638, 0, 59, 1.642, 24.441
dcgan_1582808770,1582808860.033, 0, 60, 5.558, 21.819
dcgan_1582808770,1582808861.375, 0, 61, 1.469, 13.656
dcgan_1582808770,1582808862.844, 0, 62, 0.136, 4.135
dcgan_1582808770,1582808864.267, 0, 63, 2.65, 14.48
dcgan_1582808770,1582808865.509, 0, 64, 0.552, 15.218
dcgan_1582808770,1582808866.991, 0, 65, 0.88, 10.97
dcgan_1582808770,1582808868.586, 0, 66, 0.476, 4.746
dcgan_1582808770,1582808870.088, 0, 67, 1.807, 12.797
dcgan_1582808770,1582808871.701, 0, 68, 1.042, 12.075
dcgan_1582808770,1582808873.383, 0, 69, 0.81, 6.315
dcgan_1582808770,1582808874.663, 0, 70, 1.214, 9.729
dcgan_1582808770,1582808875.736, 0, 71, 0.434, 8.225
dcgan_1582808770,1582808877.112, 0, 72, 0.401, 5.391
dcgan_1582808770,1582808878.779, 0, 73, 0.864, 10.528
dcgan_1582808770,1582808880.078, 0, 74, 0.73, 8.434
dcgan_1582808770,1582808881.567, 0, 75, 0.198, 5.515
dcgan_1582808770,1582808883.015, 0, 76, 1.008, 10.604
dcgan_1582808770,1582808884.515, 0, 77, 0.635, 8.628
dcgan_1582808770,1582808885.878, 0, 78, 0.578, 4.869
dcgan_1582808770,1582808887.727, 0, 79, 1.695, 12.343
dcgan_1582808770,1582808889.428, 0, 80, 1.384, 8.802
dcgan_1582808770,1582808890.763, 0, 81, 0.49, 4.237
dcgan_1582808770,1582808892.193, 0, 82, 1.869, 11.736
dcgan_1582808770,1582808893.648, 0, 83, 2.611, 7.062
dcgan_1582808770,1582808895.172, 0, 84, 1.166, 1.338
dcgan_1582808770,1582808896.721, 0, 85, 1.698, 6.474
dcgan_1582808770,1582808898.298, 0, 86, 0.342, 6.752
dcgan_1582808770,1582808899.834, 0, 87, 0.513, 3.872
dcgan_1582808770,1582808901.024, 0, 88, 0.396, 2.832
dcgan_1582808770,1582808902.311, 0, 89, 0.649, 4.119
dcgan_1582808770,1582808904.103, 0, 90, 0.708, 3.495
dcgan_1582808770,1582808905.255, 0, 91, 0.632, 2.919
dcgan_1582808770,1582808906.878, 0, 92, 0.654, 3.457
dcgan_1582808770,1582808908.362, 0, 93, 0.63, 3.827
dcgan_1582808770,1582808909.867, 0, 94, 0.548, 3.395
dcgan_1582808770,1582808911.162, 0, 95, 0.659, 3.121
dcgan_1582808770,1582808912.906, 0, 96, 0.631, 3.33
dcgan_1582808770,1582808914.437, 0, 97, 0.766, 2.854
dcgan_1582808770,1582808915.615, 0, 98, 0.675, 3.954
dcgan_1582808770,1582808917.079, 0, 99, 0.581, 4.084
dcgan_1582808770,1582808918.55, 0, 100, 0.806, 1.649
dcgan_1582808770,1582808919.919, 0, 101, 1.392, 8.654
dcgan_1582808770,1582808921.234, 0, 102, 2.811, 4.261
dcgan_1582808770,1582808922.507, 0, 103, 0.496, 1.257
dcgan_1582808770,1582808923.973, 0, 104, 1.362, 5.103
dcgan_1582808770,1582808925.309, 0, 105, 0.607, 4.504
dcgan_1582808770,1582808926.942, 0, 106, 0.615, 2.415
dcgan_1582808770,1582808928.254, 0, 107, 0.623, 3.492
dcgan_1582808770,1582808929.612, 0, 108, 0.527, 3.558
dcgan_1582808770,1582808931.013, 0, 109, 0.659, 2.697
dcgan_1582808770,1582808932.583, 0, 110, 0.751, 4.146
dcgan_1582808770,1582808933.934, 0, 111, 0.778, 2.443
dcgan_1582808770,1582808935.266, 0, 112, 0.748, 3.875
dcgan_1582808770,1582808936.824, 0, 113, 0.444, 3.742
dcgan_1582808770,1582808938.323, 0, 114, 0.618, 2.603
dcgan_1582808770,1582808939.687, 0, 115, 0.84, 4.041
dcgan_1582808770,1582808940.835, 0, 116, 0.708, 2.743
dcgan_1582808770,1582808942.221, 0, 117, 0.793, 3.946
dcgan_1582808770,1582808943.359, 0, 118, 0.607, 3.776
dcgan_1582808770,1582808945.039, 0, 119, 0.686, 3.141
dcgan_1582808770,1582808946.486, 0, 120, 0.821, 4.507
dcgan_1582808770,1582808948.043, 0, 121, 0.765, 3.06
dcgan_1582808770,1582808949.254, 0, 122, 0.714, 3.793
dcgan_1582808770,1582808950.593, 0, 123, 0.576, 3.473
dcgan_1582808770,1582808951.934, 0, 124, 0.654, 4.234
dcgan_1582808770,1582808953.316, 0, 125, 0.656, 2.463
dcgan_1582808770,1582808954.205, 0, 126, 0.93, 6.795
dcgan_1582809221,1582809222.32, 0, 0, 1.873, 5.573
dcgan_1582809221,1582809223.146, 0, 1, 1.101, 6.64
dcgan_1582809269,1582809270.408, 0, 0, 1.706, 5.759
dcgan_1582809269,1582809271.647, 0, 1, 1.167, 6.524
dcgan_1582809269,1582809272.906, 0, 2, 0.781, 6.35
dcgan_1582809269,1582809273.84, 0, 3, 0.714, 6.469
dcgan_1582809269,1582809275.055, 0, 4, 0.935, 7.214
dcgan_1582809269,1582809276.437, 0, 5, 0.798, 8.001
dcgan_1582809269,1582809277.511, 0, 6, 0.918, 8.127
dcgan_1582809269,1582809278.893, 0, 7, 0.693, 8.799
dcgan_1582809269,1582809280.085, 0, 8, 0.49, 8.333
dcgan_1582809269,1582809281.064, 0, 9, 0.663, 11.419
dcgan_1582809269,1582809282.089, 0, 10, 0.573, 7.811
dcgan_1582809269,1582809283.214, 0, 11, 1.219, 13.371
dcgan_1582809269,1582809284.566, 0, 12, 0.49, 10.573
dcgan_1582809269,1582809285.613, 0, 13, 0.628, 9.369
dcgan_1582809269,1582809286.805, 0, 14, 0.8, 14.056
dcgan_1582809269,1582809288.069, 0, 15, 0.254, 11.346
dcgan_1582809269,1582809289.293, 0, 16, 0.466, 10.044
dcgan_1582809269,1582809290.649, 0, 17, 0.787, 14.254
dcgan_1582809269,1582809291.797, 0, 18, 0.611, 10.679
dcgan_1582809269,1582809292.827, 0, 19, 0.445, 11.529
dcgan_1582809269,1582809293.97, 0, 20, 0.386, 11.319
dcgan_1582809269,1582809294.917, 0, 21, 0.375, 12.814
dcgan_1582809269,1582809296.103, 0, 22, 0.327, 9.796
dcgan_1582809269,1582809297.109, 0, 23, 1.056, 19.615
dcgan_1582809269,1582809297.976, 0, 24, 0.494, 18.645
dcgan_1582809269,1582809299.256, 0, 25, 0.169, 11.081
dcgan_1582809269,1582809300.752, 0, 26, 0.915, 16.354
dcgan_1582809269,1582809301.96, 0, 27, 0.352, 15.589
dcgan_1582809269,1582809303.355, 0, 28, 0.204, 9.557
dcgan_1582809269,1582809304.644, 0, 29, 0.96, 19.154
dcgan_1582809269,1582809305.923, 0, 30, 0.463, 19.42
dcgan_1582809269,1582809307.039, 0, 31, 0.251, 13.318
dcgan_1582809269,1582809308.391, 0, 32, 0.182, 7.081
dcgan_1582809269,1582809309.271, 0, 33, 2.793, 25.028
dcgan_1582809269,1582809310.346, 0, 34, 1.418, 27.472
dcgan_1582809269,1582809311.245, 0, 35, 0.331, 25.88
dcgan_1582809269,1582809312.362, 0, 36, 0.109, 20.14
dcgan_1582809269,1582809313.425, 0, 37, 0.042, 10.025
dcgan_1582809269,1582809314.591, 0, 38, 1.422, 21.242
dcgan_1582809269,1582809315.896, 0, 39, 0.242, 23.733
dcgan_1582809269,1582809316.99, 0, 40, 0.311, 20.543
dcgan_1582809269,1582809317.95, 0, 41, 0.219, 13.068
dcgan_1582809269,1582809319.19, 0, 42, 0.136, 5.375
dcgan_1582809269,1582809320.471, 0, 43, 3.513, 24.297
dcgan_1582809269,1582809321.773, 0, 44, 0.511, 28.044
dcgan_1582809269,1582809323.181, 0, 45, 0.381, 27.834
dcgan_1582809269,1582809324.269, 0, 46, 0.385, 24.997
dcgan_1582809269,1582809325.769, 0, 47, 0.201, 19.108
dcgan_1582809269,1582809326.826, 0, 48, 0.054, 10.111
dcgan_1582809269,1582809328.023, 0, 49, 0.568, 14.723
dcgan_1582809269,1582809329.048, 0, 50, 0.081, 14.143
dcgan_1582809269,1582809330.296, 0, 51, 0.106, 9.013
dcgan_1582809269,1582809331.238, 0, 52, 0.456, 13.335
dcgan_1582809269,1582809332.403, 0, 53, 0.143, 12.508
dcgan_1582809269,1582809333.565, 0, 54, 0.11, 7.652
dcgan_1582809269,1582809334.663, 0, 55, 1.738, 24.567
dcgan_1582809269,1582809335.803, 0, 56, 0.245, 28.355
dcgan_1582809269,1582809337.171, 0, 57, 0.486, 28.048
dcgan_1582809269,1582809338.134, 0, 58, 0.292, 25.444
dcgan_1582809269,1582809339.384, 0, 59, 0.069, 19.616
dcgan_1582809269,1582809340.768, 0, 60, 0.144, 9.789
dcgan_1582809269,1582809341.675, 0, 61, 0.637, 17.605
dcgan_1582809269,1582809342.977, 0, 62, 0.209, 18.735
dcgan_1582809269,1582809344.04, 0, 63, 0.116, 15.494
dcgan_1582809269,1582809345.307, 0, 64, 0.252, 8.899
dcgan_1582809269,1582809346.298, 0, 65, 0.262, 7.575
